dt	solar	precp	temp_max	temp_min	evap	temp	temp_diff	precp_30	precp_60	precp_90	precp_120	precp_150	precp_180	temp_30	temp_60	temp_90	temp_120	temp_150	temp_180	solar_30	solar_60	solar_90	solar_120	solar_150	solar_180	evap_30	evap_60	evap_90	evap_120	evap_150	evap_180	temp_diff_30	temp_diff_60	temp_diff_90	temp_diff_120	temp_diff_150	temp_diff_180
2003-07-24	11.38	3	34.5	26.2	2.4	28.7	8.3	54.4999999999999	362.500000000001	472	619	649	676.5	877.3	1674.2	2456.00000000001	3155.3	3738.3	4268.49999999999	431.68	809.049999999999	1182.34999999999	1454.89	1763.16	2044.70000000001	97.1	198.499999999999	318.399999999999	398.5	468.799999999999	505.399999999997	279.5	535.199999999996	800.499999999999	1032	1305.4	1614.2
2003-07-25	17.03	9.5	35.9	24.7	4.7	29	11.2	63.9999999999999	372.000000000001	481.5	628.5	658.5	686	877.5	1676.5	2458.50000000001	3161.1	3747.1	4277.09999999999	437.76	808.059999999999	1183.94999999999	1456.96	1767.54	2051.56000000001	97.7	194.599999999999	317.599999999999	398.1	465.299999999999	505.399999999997	283.1	535.899999999996	803.899999999999	1031.2	1306.4	1609.2
2003-07-26	14.3	0	34.6	25.3	4.3	29.8	9.3	56.9999999999999	372.000000000001	481.5	626.5	658.5	676	880.6	1681	2462.60000000001	3172.1	3754.7	4290.99999999999	443.78	805.949999999999	1182.92999999999	1467.97	1768.1	2061.46000000001	100.3	192.899999999999	317.099999999999	401.3	466.7	508.699999999997	284.5	535.099999999996	804.199999999999	1036.4	1303	1609.9
2003-07-27	13.45	0	35.5	25.8	4.3	29.7	9.7	56.9999999999999	372.000000000001	481.5	626.5	658.5	676	880.8	1685.6	2464.60000000001	3181.2	3762.9	4307.99999999999	437.57	801.579999999999	1180.82999999999	1471.02	1768.58	2070.25000000001	97.5	192.299999999999	316.399999999999	403.9	468.3	512.699999999997	282.2	535.199999999996	799.699999999999	1036.5	1301.7	1611.9
2003-07-28	18.35	0	35.4	25.6	0.3	30.2	9.8	56.9999999999999	372.000000000001	481.5	626.5	658.5	676	881.7	1689.6	2466.90000000001	3188.4	3771.7	4324.29999999999	438.06	803.339999999999	1182.23999999999	1477.94	1774.35	2077.01000000001	91.5	187.699999999999	311.599999999999	400.8	467.3	512.599999999996	280.9	534.999999999996	797.299999999999	1036.4	1300.6	1607.8
2003-07-29	15.09	0	35.1	27.1	0.1	30.2	8	56.9999999999999	372.000000000001	481.5	626.5	658.5	676	882.7	1693.1	2471.30000000001	3194.2	3778.4	4338.99999999999	435.47	800.699999999999	1181.00999999999	1485.26	1775.91	2080.76000000001	85.7	181.499999999999	307.999999999999	399.200000000001	464.8	512.599999999996	279.1	531.999999999996	791.099999999999	1035.9	1298.7	1602.2
2003-07-30	13.25	0	34.7	27.5	0.3	30.3	7.2	56.9999999999999	372.000000000001	481.5	625	658.5	676	883.4	1696.9	2478.50000000001	3200	3786.9	4352.39999999999	430.68	795.929999999999	1184.38999999999	1492.5	1777.47	2082.19000000001	80	175.499999999999	305.899999999999	398.300000000001	463.5	512.799999999996	277.2	526.899999999996	789.399999999999	1037.6	1296.3	1593.1
2003-07-31	14.18	0	34.6	27.2	0.3	30.2	7.4	56.9999999999999	372.000000000001	481.5	625	658.5	676	884.1	1701.1	2483.90000000001	3205.2	3793.2	4365.49999999999	431.01	792.879999999999	1185.17999999999	1499.11	1778.34	2084.95000000001	75.9	169.699999999999	302.399999999999	395.400000000001	459.1	512.499999999996	277.8	522.899999999996	787.499999999999	1038.5	1289.9	1586.9
2003-08-01	10.92	0	33.8	27	0.1	29.6	6.8	51.9999999999999	372.000000000001	481.5	615	658.5	676	885.2	1704.7	2488.10000000001	3210.9	3804.4	4379.99999999999	430.07	790.099999999998	1184.47999999999	1503.54	1783.98	2087.98000000001	73.1	165.699999999999	299.199999999999	393.800000000001	456.5	511.999999999996	276.8	518.899999999996	783.899999999999	1038.1	1290.3	1586.8
2003-08-02	12.12	0	33.7	26.2	0.1	29.4	7.5	51.9999999999999	372.000000000001	446	574.5	658.5	676	885.7	1707.8	2492.30000000001	3220	3813	4394.39999999999	426.06	787.559999999998	1189.17999999999	1513.17	1788.47	2097.08000000001	68.4999999999999	160.399999999999	297.799999999999	388.700000000001	456.3	510.899999999996	275.1	517.299999999996	782.799999999999	1038.6	1286.8	1589
2003-08-03	10.24	0	35.2	26.3	0.2	29.2	8.9	51.9999999999999	372.000000000001	445.5	574.5	658.5	675.5	885.6	1710.6	2495.70000000001	3229.6	3820.1	4409.89999999999	421.59	783.309999999998	1189.82999999999	1512.57	1791.6	2104.73000000001	63.9999999999999	157.699999999999	295.599999999999	385.600000000001	456	510.799999999996	275.1	517.299999999996	784.799999999999	1039	1284	1595.5
2003-08-04	4.04	8	28.3	24	3	26.1	4.3	59.9999999999999	380.000000000001	453.5	582.5	658	683.5	881.6	1710	2494.70000000001	3235.1	3830.5	4421.69999999999	409.81	772.379999999998	1181.82999999999	1508.78	1787.89	2099.32000000001	62.9999999999999	155.699999999999	294.699999999999	386.900000000001	459	511.399999999996	269.4	511.799999999996	780.799999999999	1034.7	1281.4	1590.9
2003-08-05	7	1	31.6	24.9	1.1	27.4	6.7	60.9999999999999	381.000000000001	454.5	579	659	684.5	879.3	1711.1	2494.10000000001	3240	3843.6	4434.69999999999	399.27	772.639999999998	1170.27999999999	1511	1793.1	2094.74000000001	63.8999999999999	155.599999999999	286.999999999999	387.800000000001	459.5	512.099999999996	265.5	512.499999999996	776.599999999999	1036	1285.4	1583.5
2003-08-06	10.39	0	32.3	24.7	4.8	28	7.6	60.9999999999999	252.500000000001	447.5	552	659	684.5	877.6	1714.8	2495.80000000001	3245.1	3855.6	4445.69999999999	391.65	780.419999999998	1170.86999999999	1514.08	1796.31	2093.15000000001	68.5999999999999	160.399999999999	289.799999999999	389.400000000001	463.6	516.399999999996	260.6	517.899999999996	774.899999999999	1037	1286.7	1578
2003-08-07	15.17	0	34.1	25.8	3.8	29.6	8.3	57.4999999999999	250.000000000001	447.5	507.5	651.5	667.5	879.3	1719.5	2500.00000000001	3254.7	3871	4458.09999999999	397.86	791.289999999998	1169.25999999999	1527.86	1805.83	2105.88000000001	72.3999999999999	164.099999999999	287.599999999999	391.900000000001	467.4	520.199999999996	259.3	521.499999999996	774.299999999999	1040.4	1289.1	1583.1
2003-08-08	16.05	0	35.2	26.8	5.7	30.3	8.4	36.9999999999999	249.500000000001	447.5	502.5	651.5	667.5	882.5	1723.3	2504.90000000001	3263.4	3883.3	4469.89999999999	398.52	798.389999999998	1171.26999999999	1535.3	1806.33	2113.76000000001	77.9999999999999	169.499999999999	289.199999999999	395.500000000001	473.1	525.799999999996	256.2	523.199999999995	772.399999999999	1040.8	1283.2	1581
2003-08-09	17.3	0	35.8	26.2	5.6	30.7	9.6	24.9999999999999	243.000000000001	447.5	502	651	667.5	885.5	1728.1	2509.50000000001	3269.8	3895.3	4480.99999999999	401.07	808.129999999998	1176.43999999999	1543.79	1811.64	2118.01000000001	83.0999999999999	174.199999999999	291.599999999999	399.700000000001	475.3	531.199999999996	254	525.699999999995	774.999999999999	1041.3	1284.3	1580.1
2003-08-10	12.47	0	35.3	27.8	4.2	30.5	7.5	22.9999999999999	227.000000000001	447.5	502	651	667.5	888.1	1731.9	2513.40000000001	3274.7	3907	4493.29999999999	402.14	812.079999999998	1173.30999999999	1544.46	1808.44	2119.66000000001	84.7999999999999	177.699999999999	290.299999999999	400.800000000001	473.9	534.999999999996	253.9	526.399999999996	773.199999999999	1041.8	1280.1	1578
2003-08-11	9.48	19.5	33.3	26.2	1.7	28.7	7.1	42.4999999999999	144.500000000001	467	521.5	670.5	687	887.8	1735.2	2515.10000000001	3278.3	3916.4	4505.59999999999	398.17	817.899999999998	1167.04999999999	1541.22	1803.25	2120.95000000001	82.7999999999999	179.299999999999	287.099999999999	399.300000000001	472.4	536.499999999996	251.8	529.699999999996	770.599999999999	1039.5	1274.8	1577.2
2003-08-12	10.53	26.5	34.9	25.5	2.3	28	9.4	68.9999999999999	148.000000000001	493.5	540.5	697	713.5	886.6	1737	2516.10000000001	3284.5	3922.8	4516.89999999999	398.97	819.389999999998	1167.92999999999	1549.42	1798.51	2122.98000000001	84.5999999999999	180.999999999999	286.499999999999	400.700000000001	471.1	538.799999999996	253.9	530.799999999996	772.699999999999	1044.2	1271.2	1578.6
2003-08-13	9.36	0	32.3	25.2	2.7	28.1	7.1	68.9999999999999	148.000000000001	480.5	536.5	697	713.5	884.3	1737.7	2518.00000000001	3292.2	3927.2	4525.49999999999	391.7	818.149999999998	1170.04999999999	1554.22	1795.79	2120.59000000001	86.8999999999999	183.199999999999	287.299999999999	403.400000000001	471.3	540.999999999996	251.6	529.999999999996	771.299999999999	1045.9	1267.4	1575.6
2003-08-14	10.41	8.5	33.3	25.5	1.9	28.1	7.8	77.4999999999999	156.500000000001	488.5	545	705.5	722	881.9	1738	2520.00000000001	3296.7	3932.8	4532.29999999999	392.39	811.129999999998	1173.73999999999	1555.15	1791.18	2121.71000000001	88.5999999999999	181.799999999999	287.999999999999	403.300000000001	469.5	541.999999999996	252.1	528.999999999996	772.599999999999	1044.5	1264	1572.7
2003-08-15	10.82	119	33.5	24.7	7.2	28.2	8.8	196.5	275.500000000001	579	664	824.5	841	879.300000000001	1738.5	2523.20000000001	3299.8	3941.1	4538.89999999999	388.34	806.879999999998	1180.81999999999	1552.48	1788.57	2124.44000000001	95.5999999999999	184.499999999999	294.999999999999	405.600000000001	472.2	548.399999999996	253.5	528.799999999996	777.299999999999	1045.4	1264.1	1569.3
2003-08-16	14.75	0	34	24.4	5.9	28	9.6	196.5	275.500000000001	555	664	824.5	841	876.800000000001	1739.1	2527.60000000001	3303	3953.4	4547.79999999999	390.85	813.139999999998	1192.67999999999	1554.28	1801.15	2131.98000000001	99.1999999999999	187.799999999999	294.799999999999	408.200000000001	476.9	544.999999999996	255.8	531.499999999996	782.999999999999	1046.4	1271	1571
2003-08-17	16.08	0	34.4	25.2	4.8	29.4	9.2	196.5	260.000000000001	554.5	664	819.5	841	875.800000000001	1744	2531.90000000001	3307.6	3968.3	4557.09999999999	390.02	824.179999999998	1195.47999999999	1559.49	1815.71	2136.30000000001	97.9999999999999	192.199999999999	294.499999999999	410.200000000001	481.1	548.099999999996	254.8	535.299999999996	783.599999999999	1047.5	1278.2	1569.3
2003-08-18	16.17	0	35.7	26.5	5.5	30.5	9.2	195	260.000000000001	554.5	664	816	841	877.000000000001	1746.5	2535.90000000001	3312.2	3981.6	4568.89999999999	390.89	824.239999999998	1194.72999999999	1558.26	1821.65	2141.64000000001	97.8999999999999	193.499999999999	294.499999999999	409.400000000001	484.4	553.099999999996	254.1	533.899999999996	783.699999999999	1046.4	1279.8	1566.1
2003-08-19	12.27	19.5	35.6	24.3	3.4	28.2	11.3	214.5	279.500000000001	574	683.5	835.5	860.5	876.400000000001	1747.2	2537.10000000001	3315.1	3991.6	4579.19999999999	386.55	824.889999999998	1192.12999999999	1558.12	1824.22	2142.29000000001	95.7	193.499999999999	293.099999999999	410.000000000001	484.9	556.499999999996	254.3	537.199999999996	786.899999999999	1049.8	1282	1565.2
2003-08-20	12.09	4	32.3	23.9	1.3	27.4	8.4	218.5	283.500000000001	578	687.5	839.5	864.5	874.100000000001	1746.5	2539.10000000001	3316.5	4000.2	4586.59999999999	381.35	821.549999999998	1197.18999999999	1555.33	1825.9	2141.68000000001	90.9	190.199999999999	292.499999999999	406.300000000001	483.6	551.399999999996	252.6	534.299999999996	788.399999999999	1050.8	1281.4	1563.3
2003-08-21	11.85	14	34.1	25.3	4.6	28.1	8.8	232.5	284.000000000001	592	701.5	848.5	878.5	871.400000000001	1746.8	2541.10000000001	3319.5	4010.4	4593.19999999999	375.05	817.209999999998	1193.47999999999	1557.63	1835.78	2141.64000000001	89	190.899999999999	291.999999999999	408.400000000001	488.1	554.599999999996	251.1	532.899999999996	787.799999999999	1051.8	1287.4	1560.6
2003-08-22	12.91	0	33.6	25.1	5.3	28.8	8.5	232.5	284.000000000001	592	701.5	848.5	878.5	870.400000000001	1747.5	2542.60000000001	3323.6	4019.1	4600.59999999999	379.45	814.729999999998	1189.38999999999	1564.36	1837.63	2143.39000000001	91.8999999999999	191.099999999999	292.099999999999	411.800000000001	492.1	559.099999999996	251.7	532.199999999996	787.999999999999	1053.4	1286.6	1558.5
2003-08-23	13.53	0	34.2	26.3	4.3	29.5	7.9	229.5	284.000000000001	592	701.5	848.5	878.5	871.200000000001	1748.5	2545.40000000001	3327.2	4026.5	4609.49999999999	381.6	813.279999999998	1190.64999999999	1563.95	1836.49	2144.76000000001	93.7999999999999	190.899999999999	292.299999999999	412.200000000001	492.3	562.599999999996	251.3	530.799999999996	786.499999999999	1051.8	1283.3	1556.7
2003-08-24	13.48	1	34.7	24.5	3.1	28	10.2	221	285.000000000001	593	702.5	849.5	879.5	870.200000000001	1747.7	2546.70000000001	3328.7	4031.3	4617.29999999999	378.05	815.809999999998	1186.10999999999	1562	1835.01	2145.59000000001	92.1999999999999	189.899999999999	286.799999999999	409.800000000001	490.3	557.499999999996	250.3	533.399999999996	786.199999999999	1054.2	1281.5	1556.7
2003-08-25	14.11	22.5	33.6	23.3	2.6	26.8	10.3	243.5	300.500000000001	615.5	725	870	902	867.200000000001	1747.8	2548.20000000001	3329.8	4039.3	4621.89999999999	377.86	821.639999999998	1183.80999999999	1560.79	1845.83	2145.96000000001	90.4999999999999	190.799999999999	283.399999999999	407.600000000001	491.8	557.199999999996	251.3	535.799999999996	786.399999999999	1055.5	1287.7	1554.3
2003-08-26	14.79	0.5	33.7	22.8	3	27.8	10.9	244	301.000000000001	616	725.5	870.5	902.5	865.300000000001	1746.1	2550.90000000001	3329.9	4046.5	4628.19999999999	379.2	816.769999999998	1180.77999999999	1560.03	1850.22	2147.78000000001	89.1999999999999	186.699999999999	281.499999999999	405.600000000001	493.1	557.499999999996	252.5	534.699999999996	787.699999999999	1052.2	1289	1554.2
2003-08-27	15.72	0	33.1	24.4	3.8	28.6	8.7	244	301.000000000001	616	725.5	870.5	902.5	863.700000000001	1745.4	2553.30000000001	3330.6	4052.1	4635.4	376.57	814.629999999998	1179.90999999999	1558.81	1854.51	2150.92000000001	92.6999999999999	184.199999999999	280.399999999999	404.300000000001	493.5	559.999999999996	251.4	532.299999999996	786.399999999999	1048.7	1287.8	1552
2003-08-28	15.11	0	33.5	25	5.4	28.4	8.5	244	301.000000000001	616	725.5	870.5	902.5	861.9	1744.6	2555.00000000001	3333.2	4056.1	4640.29999999999	376.59	812.059999999998	1177.28999999999	1557.6	1861.85	2152.50000000001	97.9999999999999	183.699999999999	279.499999999999	406.000000000001	497.2	562.799999999996	251.9	530.999999999996	783.899999999999	1043	1287.8	1550.6
2003-08-29	15.23	0	33.7	23.8	4.5	28.3	9.9	244	301.000000000001	616	725.5	869	902.5	859.9	1743.3	2556.80000000001	3338.4	4059.9	4646.79999999999	378.57	809.249999999999	1174.49999999999	1562.96	1871.07	2156.04000000001	102.2	182.199999999999	277.699999999999	408.100000000001	500.5	565.699999999996	254.6	531.799999999996	781.499999999999	1044	1292.2	1550.9
2003-08-30	12.24	0	32.5	25.5	3.5	28.9	7	244	301.000000000001	616	725.5	869	902.5	858.6	1742.7	2559.70000000001	3342.5	4063.8	4651.79999999999	376.63	807.639999999999	1169.50999999999	1561.81	1875.74	2154.97000000001	105.4	181.299999999999	275.099999999999	407.800000000001	500.8	564.499999999996	254.2	531.999999999996	777.099999999999	1041.7	1292.7	1544.1
2003-08-31	12.46	0	32.8	24.2	4.1	27.8	8.6	244	296.000000000001	616	725.5	859	902.5	856.8	1742	2561.50000000001	3344.9	4067.7	4661.2	378.17	808.239999999999	1168.26999999999	1562.65	1881.71	2162.15000000001	109.4	182.499999999999	275.099999999999	408.600000000001	503.2	565.899999999996	256	532.799999999996	774.899999999999	1039.9	1294.1	1546.3
2003-09-01	13.7	0	34.1	25.2	3.5	29.2	8.9	244	296.000000000001	616	690	818.5	902.5	856.6	1742.3	2564.40000000001	3348.9	4076.6	4669.59999999999	379.75	805.809999999999	1167.30999999999	1568.93	1892.92	2168.22000000001	112.8	181.299999999999	273.199999999999	410.600000000001	501.5	569.099999999996	257.4	532.499999999996	774.699999999999	1040.2	1296	1544.2
2003-09-02	3.01	1.5	34.2	25.2	0.4	28.3	9	245.5	297.500000000001	617.5	691	820	904	855.7	1741.3	2566.30000000001	3351.4	4085.3	4675.79999999999	372.52	794.109999999999	1155.82999999999	1562.35	1885.09	2164.12000000001	113	176.999999999999	270.699999999999	408.600000000001	498.6	568.999999999996	257.5	532.599999999996	774.799999999999	1042.3	1296.5	1541.5
2003-09-03	9.5	0	32	24.3	2.8	27.5	7.7	237.5	297.500000000001	617.5	691	820	895.5	857.1	1738.7	2567.10000000001	3351.8	4092.2	4687.59999999999	377.98	787.789999999998	1150.35999999999	1559.81	1886.76	2165.87000000001	112.8	175.799999999999	268.499999999999	407.500000000001	499.7	571.799999999996	260.9	530.299999999996	772.699999999999	1041.7	1295.6	1542.3
2003-09-04	10.49	0	32.5	25.4	3.5	28.3	7.1	236.5	297.500000000001	617.5	691	815.5	895.5	858	1737.3	2569.10000000001	3352.1	4098	4701.59999999999	381.47	780.739999999999	1154.10999999999	1551.75	1892.47	2174.57000000001	115.2	179.099999999999	270.799999999999	402.200000000001	503	574.699999999996	261.3	526.799999999996	773.799999999999	1037.9	1297.3	1546.7
2003-09-05	12.55	0	32.7	24.2	4.1	28.3	8.5	236.5	297.500000000001	489	684	788.5	895.5	858.3	1735.9	2573.10000000001	3354.1	4103.4	4713.9	383.63	775.279999999998	1164.04999999999	1554.5	1897.71	2179.94000000001	114.5	183.099999999999	274.899999999999	404.300000000001	503.9	578.099999999996	262.2	522.799999999996	780.099999999999	1037.1	1299.2	1548.9
2003-09-06	10.52	0	32.4	25.3	3.3	28.4	7.1	236.5	294.000000000001	486.5	684	744	888	857.1	1736.4	2576.60000000001	3357.1	4111.8	4728.09999999999	378.98	776.839999999998	1170.26999999999	1548.24	1906.84	2184.81000000001	114	186.399999999999	278.099999999999	401.600000000001	505.9	581.399999999996	261	520.299999999996	782.499999999999	1035.3	1301.4	1550.1
2003-09-07	13.84	2	33.9	24.8	3.7	28.5	9.1	238.5	275.500000000001	488	686	741	890	855.3	1737.8	2578.60000000001	3360.2	4118.7	4738.59999999999	376.77	775.289999999998	1175.15999999999	1548.04	1912.07	2183.10000000001	112	189.999999999999	281.499999999999	401.200000000001	507.5	585.099999999996	261.7	517.899999999996	784.899999999999	1034.1	1302.5	1544.9
2003-09-08	14.94	0	33.1	24.9	4.5	28.5	8.2	238.5	263.500000000001	481.5	686	740.5	889.5	853.1	1738.6	2581.20000000001	3362.6	4122.9	4748.4	374.41	775.479999999999	1182.53999999999	1550.85	1918.2	2186.05000000001	110.9	193.999999999999	285.099999999999	402.500000000001	510.6	586.199999999996	260.3	514.299999999996	785.999999999999	1035.3	1301.6	1544.6
2003-09-09	12.81	0	33.2	25.1	4.1	28.6	8.1	238.5	261.500000000001	465.5	686	740.5	889.5	851.2	1739.3	2583.10000000001	3364.6	4125.9	4758.2	374.75	776.889999999999	1186.82999999999	1548.06	1919.21	2183.19000000001	110.8	195.599999999999	288.499999999999	401.100000000001	511.6	584.699999999996	260.9	514.799999999996	787.299999999999	1034.1	1302.7	1541
2003-09-10	11.4	0	33	25.6	4.1	28.7	7.4	219	261.500000000001	363.5	686	740.5	889.5	851.2	1739	2586.40000000001	3366.3	4129.49999999999	4767.59999999999	376.67	774.839999999998	1194.56999999999	1543.72	1917.89	2179.92000000001	113.2	195.999999999999	292.499999999999	400.300000000001	512.5	585.599999999996	261.200000000001	512.999999999996	790.899999999999	1031.8	1300.7	1536
2003-09-11	11.03	0	30	24.8	3.5	27.4	5.2	192.5	261.500000000001	340.5	686	733	889.5	850.6	1737.2	2587.60000000001	3366.7	4135.09999999999	4773.39999999999	377.17	776.139999999998	1196.55999999999	1545.1	1926.59	2175.68000000001	114.4	198.999999999999	295.399999999999	400.900000000001	515.1	585.499999999996	257.000000000001	510.899999999996	787.799999999999	1029.7	1301.2	1528.2
2003-09-12	16.5	0	34	23.9	2	28.2	10.1	192.5	261.500000000001	340.5	673	729	889.5	850.7	1735	2588.40000000001	3368.7	4142.89999999999	4777.89999999999	384.31	776.009999999998	1202.45999999999	1554.36	1938.53	2180.10000000001	113.7	200.599999999999	296.899999999999	401.000000000001	517.1	584.999999999996	260.000000000001	511.599999999996	789.999999999999	1031.3	1305.9	1527.4
2003-09-13	12.2	0	33.8	25.8	0.3	28.8	8	184	261.500000000001	340.5	672.5	729	889.5	851.4	1733.3	2589.40000000001	3371.4	4148.09999999999	4784.19999999999	386.1	778.489999999998	1197.22999999999	1559.84	1941.25	2177.28000000001	112.1	200.699999999999	293.899999999999	400.100000000001	515.4	581.599999999996	260.200000000001	512.299999999996	789.199999999999	1032.8	1304.7	1524.2
2003-09-14	12.86	0	34.4	26.1	0.2	29	8.3	64.9999999999999	261.500000000001	340.5	644	729	889.5	852.2	1731.5	2590.70000000001	3375.4	4151.99999999999	4793.29999999999	388.14	776.479999999998	1195.01999999999	1568.96	1940.62	2176.71000000001	105.1	200.699999999999	289.599999999999	400.100000000001	510.7	577.299999999996	259.700000000001	513.199999999996	788.499999999999	1037	1305.1	1523.8
2003-09-15	12.59	0	33.8	24.7	0.1	28.6	9.1	64.9999999999999	261.500000000001	340.5	620	729	889.5	852.8	1729.6	2591.90000000001	3380.4	4155.79999999999	4806.2	385.98	776.829999999998	1199.11999999999	1578.66	1940.26	2187.13000000001	99.2999999999999	198.499999999999	287.099999999999	394.100000000001	507.5	576.199999999996	259.200000000001	514.999999999996	790.699999999999	1042.2	1305.6	1530.2
2003-09-16	12.98	0	33.8	25.9	0.1	28.8	7.9	64.9999999999999	261.500000000001	325	619.5	729	884.5	852.2	1728	2596.20000000001	3384.1	4159.79999999999	4820.5	382.88	772.899999999998	1207.05999999999	1578.36	1942.37	2198.59000000001	94.5999999999999	192.599999999999	286.799999999999	389.100000000001	504.8	575.699999999996	257.9	512.699999999996	793.199999999999	1041.5	1305.4	1536.1
2003-09-17	12.49	0	33.7	25.9	0.2	28.8	7.8	64.9999999999999	260.000000000001	325	619.5	729	881	850.5	1727.5	2597.00000000001	3386.4	4162.69999999999	4832.1	379.2	770.089999999999	1203.43999999999	1573.93	1937.46	2200.85000000001	89.2999999999999	187.199999999999	282.799999999999	383.800000000001	498.7	573.699999999996	256.500000000001	510.599999999996	790.399999999999	1040.2	1302.9	1536.3
2003-09-18	11.61	0	33.8	25	2.8	28.6	8.8	45.4999999999999	260.000000000001	325	619.5	729	881	850.9	1727.3	2598.10000000001	3388	4165.99999999999	4842.5	378.54	765.089999999999	1203.42999999999	1570.67	1936.66	2202.76000000001	88.6999999999999	184.399999999999	282.199999999999	381.800000000001	498.7	573.599999999996	254.000000000001	508.299999999996	791.199999999999	1040.9	1303.8	1536
2003-09-19	12.07	1.5	34	26	3.2	28.4	8	42.9999999999999	261.500000000001	326.5	621	730.5	882.5	851.9	1726	2598.40000000001	3391	4168.39999999999	4852.1	378.52	759.869999999999	1200.06999999999	1575.71	1933.85	2204.42000000001	90.5999999999999	181.499999999999	280.799999999999	383.100000000001	496.9	574.199999999996	253.600000000001	506.199999999996	787.899999999999	1042	1304.4	1535
2003-09-20	11.16	4	34.4	25.4	2.1	28	9	32.9999999999999	265.500000000001	317	625	734.5	881.5	851.8	1723.2	2598.60000000001	3392.9	4171.29999999999	4862.2	377.83	752.879999999999	1195.03999999999	1571.31	1935.46	2213.61000000001	88.0999999999999	177.099999999999	278.999999999999	380.100000000001	496.5	576.199999999996	253.8	504.899999999996	786.699999999999	1041.6	1305.6	1541.2
2003-09-21	8.08	0	31.1	24.1	2.6	27.1	7	32.9999999999999	265.500000000001	317	625	734.5	881.5	850.1	1720.5	2597.60000000001	3392.7	4173.69999999999	4869.2	373	752.449999999999	1187.72999999999	1562.39	1937.36	2210.63000000001	85.3999999999999	177.299999999999	276.499999999999	377.500000000001	497.2	577.499999999996	252.3	503.999999999996	784.499999999999	1040.3	1305.7	1538.9
2003-09-22	11.45	2	31.4	23.8	3.4	26.6	7.6	34.9999999999999	264.500000000001	319	627	736.5	883.5	847.2	1718.4	2595.70000000001	3392.6	4174.4	4873.7	370.92	752.519999999999	1184.19999999999	1561.57	1934.87	2207.41000000001	84.4999999999999	178.299999999999	275.399999999999	376.800000000001	496.7	576.799999999996	252	503.299999999996	782.799999999999	1038.5	1303.8	1535.3
2003-09-23	7.76	1	30.3	23.6	1.9	25.7	6.7	34.9999999999999	256.000000000001	320	628	737.5	884.5	844.9	1715.1	2592.60000000001	3391.6	4173.59999999999	4876.2	365.2	743.249999999999	1181.00999999999	1551.31	1927.2	2200.21000000001	83.2999999999999	175.499999999999	273.199999999999	370.100000000001	493.1	573.599999999996	248.5	498.799999999996	781.899999999999	1034.7	1302.7	1530
2003-09-24	14.79	0	32.4	23.4	4.8	27	9	12.4999999999999	256.000000000001	313	628	737.5	882.5	845.1	1712.3	2592.90000000001	3393.3	4174.9	4884.4	365.88	743.739999999999	1187.51999999999	1549.69	1926.67	2211.71000000001	85.4999999999999	175.999999999999	276.299999999999	368.900000000001	493.1	577.299999999996	247.2	498.499999999996	782.999999999999	1033.6	1302.7	1534.9
2003-09-25	15.21	0	34.1	23	4.8	27.5	11.1	11.9999999999999	256.000000000001	313	628	737.5	882.5	844.8	1710.1	2590.90000000001	3395.7	4174.7	4891.3	366.3	745.499999999999	1183.06999999999	1547.08	1926.33	2216.52000000001	87.2999999999999	176.499999999999	273.999999999999	368.800000000001	492.9	580.399999999996	247.4	499.899999999996	782.099999999999	1035.1	1299.6	1536.4
2003-09-26	10.93	0	33	24.4	3.3	27.9	8.6	11.9999999999999	256.000000000001	313	628	737.5	882.5	844.1	1707.8	2589.50000000001	3397.4	4174.7	4896.2	361.51	738.079999999999	1176.13999999999	1541.42	1920.32	2216.02000000001	86.7999999999999	179.499999999999	270.999999999999	367.200000000001	491.1	580.299999999996	247.3	498.699999999996	779.599999999999	1033.7	1296	1535.1
2003-09-27	11.67	0	32.9	25.8	3.9	28.6	7.1	11.9999999999999	256.000000000001	313	628	737.5	882.5	844.3	1706.2	2588.90000000001	3399.3	4177.5	4900.4	358.07	734.659999999999	1170.12999999999	1535.36	1915.67	2219.92000000001	85.2999999999999	183.299999999999	268.999999999999	364.800000000001	491.3	582.499999999996	245.9	497.799999999996	776.899999999999	1029.8	1288.9	1533.7
2003-09-28	14.63	0	33.4	23.8	5.9	27.8	9.6	11.9999999999999	256.000000000001	313	628	737.5	881	843.8	1703.7	2587.10000000001	3400.6	4182.2	4903.7	357.47	736.039999999999	1166.71999999999	1531.97	1920.43	2228.54000000001	86.6999999999999	188.899999999999	268.899999999999	364.400000000001	494.8	587.199999999996	245.6	500.199999999996	777.399999999999	1027.1	1289.6	1537.8
2003-09-29	14.37	0	32.6	23.1	4.8	26.7	9.5	11.9999999999999	256.000000000001	313	628	737.5	881	841.6	1700.2	2584.30000000001	3401.3	4184.09999999999	4905.4	359.6	736.229999999999	1167.23999999999	1529.11	1921.41	2235.34000000001	87.9999999999999	193.399999999999	269.299999999999	363.100000000001	495.8	588.799999999996	248.1	502.299999999996	780.099999999999	1025.2	1289.8	1540.8
2003-09-30	12.84	0	32	24.1	4.4	27.4	7.9	11.9999999999999	256.000000000001	308	628	737.5	871	841.2	1698	2583.20000000001	3402.7	4186.09999999999	4908.9	359.98	738.149999999999	1168.21999999999	1528.25	1922.63	2241.69000000001	88.3	197.699999999999	270.799999999999	363.400000000001	496.9	591.499999999996	247.4	503.399999999996	780.199999999999	1022.3	1287.3	1541.5
