dt	solar	precp	temp_max	temp_min	evap	temp	temp_diff	precp_30	precp_60	precp_90	precp_120	precp_150	precp_180	temp_30	temp_60	temp_90	temp_120	temp_150	temp_180	solar_30	solar_60	solar_90	solar_120	solar_150	solar_180	evap_30	evap_60	evap_90	evap_120	evap_150	evap_180	temp_diff_30	temp_diff_60	temp_diff_90	temp_diff_120	temp_diff_150	temp_diff_180
1990-01-01	5.82	2	19.9	14.7	1.8	16.5	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-02	7.55	1.5	20	14.2	4.6	16.2	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-03	6.49	0	19.8	13.1	3.1	15.6	6.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-04	14.19	0	21	10.6	8.7	14.7	10.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-05	14.49	0	23.8	9	9.8	15	14.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-06	12.63	0	22.8	12.4	8	16.7	10.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-07	5.59	0	20.6	13.2	1.2	16	7.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-08	9.65	0	23.7	12.8	5.8	18.2	10.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-09	12.22	2.5	25.9	15.7	5.9	19.5	10.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-10	15.24	0	28.1	12.8	9.7	18.9	15.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-11	12.99	0	24.8	13.8	7.3	17.3	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-12	10.8	0	23.9	15.6	8.3	18.1	8.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-13	11.81	0	23.2	15.4	6.6	17.8	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-14	11.57	0	24.9	15.9	6.9	18.8	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-15	9.94	3	25.9	14	4.9	18.6	11.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-16	3.42	1	14.7	12	0.1	13.1	2.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-17	11.6	0	21	12.4	7.9	15.8	8.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-18	13.94	0	23.7	12.4	9	17.3	11.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-19	8.57	5.5	22.4	14.4	3.5	16.9	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-20	10.73	0.5	20.6	12.8	5.3	15.6	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-21	3.34	1	17.4	14	0	15.4	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-22	8.51	0	20.6	14.7	4.5	16.8	5.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-23	1.85	3.5	14.8	11.1	0	12.2	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-24	13.01	0	20.4	10.7	8.3	14.8	9.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-25	2.42	3	16.6	12.6	0.1	14.7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-26	14.57	0	22	11.3	8.6	15.8	10.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-27	12.56	0	23.3	11.4	8.1	16.9	11.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-28	12.95	0	22.7	14.1	7.5	17.4	8.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-29	11.01	0	24.6	14.9	6.5	18.4	9.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990-01-30	9.69	0	23.3	17.2	5.2	18.9	6.1	23.5	NA	NA	NA	NA	NA	497.9	NA	NA	NA	NA	NA	299.15	NA	NA	NA	NA	NA	167.2	NA	NA	NA	NA	NA	257.2	NA	NA	NA	NA	NA
1990-01-31	3.32	4	18.8	10.2	0.3	15.4	8.6	25.5	NA	NA	NA	NA	NA	496.8	NA	NA	NA	NA	NA	296.65	NA	NA	NA	NA	NA	165.7	NA	NA	NA	NA	NA	260.6	NA	NA	NA	NA	NA
1990-02-01	4.6	0.5	13.8	9.8	0.4	11.5	4	24.5	NA	NA	NA	NA	NA	492.1	NA	NA	NA	NA	NA	293.7	NA	NA	NA	NA	NA	161.5	NA	NA	NA	NA	NA	258.8	NA	NA	NA	NA	NA
1990-02-02	15.27	0	23	10.3	8.1	15.8	12.7	24.5	NA	NA	NA	NA	NA	492.3	NA	NA	NA	NA	NA	302.48	NA	NA	NA	NA	NA	166.5	NA	NA	NA	NA	NA	264.8	NA	NA	NA	NA	NA
1990-02-03	9.58	0	23.2	14.9	5.4	17.3	8.3	24.5	NA	NA	NA	NA	NA	494.9	NA	NA	NA	NA	NA	297.87	NA	NA	NA	NA	NA	163.2	NA	NA	NA	NA	NA	262.7	NA	NA	NA	NA	NA
1990-02-04	12.37	0	21.8	12.5	7.1	16.2	9.3	24.5	NA	NA	NA	NA	NA	496.1	NA	NA	NA	NA	NA	295.75	NA	NA	NA	NA	NA	160.5	NA	NA	NA	NA	NA	257.2	NA	NA	NA	NA	NA
1990-02-05	12.53	0	22.4	12.3	8.3	16.5	10.1	24.5	NA	NA	NA	NA	NA	495.9	NA	NA	NA	NA	NA	295.65	NA	NA	NA	NA	NA	160.8	NA	NA	NA	NA	NA	256.9	NA	NA	NA	NA	NA
1990-02-06	15.02	0	22.3	12.9	9.3	17.4	9.4	24.5	NA	NA	NA	NA	NA	497.3	NA	NA	NA	NA	NA	305.08	NA	NA	NA	NA	NA	168.9	NA	NA	NA	NA	NA	258.9	NA	NA	NA	NA	NA
1990-02-07	16.42	0	25.2	15.5	9	18.6	9.7	24.5	NA	NA	NA	NA	NA	497.7	NA	NA	NA	NA	NA	311.85	NA	NA	NA	NA	NA	172.1	NA	NA	NA	NA	NA	257.7	NA	NA	NA	NA	NA
1990-02-08	15.27	0	24.6	16.3	7.5	19.2	8.3	22	NA	NA	NA	NA	NA	497.4	NA	NA	NA	NA	NA	314.9	NA	NA	NA	NA	NA	173.7	NA	NA	NA	NA	NA	255.8	NA	NA	NA	NA	NA
1990-02-09	12.22	0	25.4	15.8	5.8	19	9.6	22	NA	NA	NA	NA	NA	497.5	NA	NA	NA	NA	NA	311.88	NA	NA	NA	NA	NA	169.8	NA	NA	NA	NA	NA	250.1	NA	NA	NA	NA	NA
1990-02-10	15.09	0	26.5	14.9	9.1	19.2	11.6	22	NA	NA	NA	NA	NA	499.4	NA	NA	NA	NA	NA	313.98	NA	NA	NA	NA	NA	171.6	NA	NA	NA	NA	NA	250.7	NA	NA	NA	NA	NA
1990-02-11	14.71	0	26.1	15.4	7.5	19.5	10.7	22	NA	NA	NA	NA	NA	500.8	NA	NA	NA	NA	NA	317.89	NA	NA	NA	NA	NA	170.8	NA	NA	NA	NA	NA	253.1	NA	NA	NA	NA	NA
1990-02-12	13.71	0	24.9	16.1	7.5	18.8	8.8	22	NA	NA	NA	NA	NA	501.8	NA	NA	NA	NA	NA	319.79	NA	NA	NA	NA	NA	171.7	NA	NA	NA	NA	NA	254.1	NA	NA	NA	NA	NA
1990-02-13	10.44	0	23.4	14.4	5.6	18.3	9	22	NA	NA	NA	NA	NA	501.3	NA	NA	NA	NA	NA	318.66	NA	NA	NA	NA	NA	170.4	NA	NA	NA	NA	NA	254.1	NA	NA	NA	NA	NA
1990-02-14	16.69	0	28.1	16.7	9.2	20.4	11.4	19	NA	NA	NA	NA	NA	503.1	NA	NA	NA	NA	NA	325.41	NA	NA	NA	NA	NA	174.7	NA	NA	NA	NA	NA	253.6	NA	NA	NA	NA	NA
1990-02-15	14.17	0	25.3	15.5	7.8	18.5	9.8	18	NA	NA	NA	NA	NA	508.5	NA	NA	NA	NA	NA	336.16	NA	NA	NA	NA	NA	182.4	NA	NA	NA	NA	NA	260.7	NA	NA	NA	NA	NA
1990-02-16	12.31	0	24.5	14.9	6.2	18.1	9.6	18	NA	NA	NA	NA	NA	510.8	NA	NA	NA	NA	NA	336.87	NA	NA	NA	NA	NA	180.7	NA	NA	NA	NA	NA	261.7	NA	NA	NA	NA	NA
1990-02-17	14.31	0	25.6	15.8	7.1	18.6	9.8	18	NA	NA	NA	NA	NA	512.1	NA	NA	NA	NA	NA	337.24	NA	NA	NA	NA	NA	178.8	NA	NA	NA	NA	NA	260.2	NA	NA	NA	NA	NA
1990-02-18	15.04	0	27.4	16.2	7.3	21.2	11.2	12.5	NA	NA	NA	NA	NA	516.4	NA	NA	NA	NA	NA	343.71	NA	NA	NA	NA	NA	182.6	NA	NA	NA	NA	NA	263.4	NA	NA	NA	NA	NA
1990-02-19	14.24	5.5	26.6	18.4	8.9	21.7	8.2	17.5	NA	NA	NA	NA	NA	522.5	NA	NA	NA	NA	NA	347.22	NA	NA	NA	NA	NA	186.2	NA	NA	NA	NA	NA	263.8	NA	NA	NA	NA	NA
1990-02-20	12.85	0	25.9	17.1	8	20.1	8.8	16.5	NA	NA	NA	NA	NA	527.2	NA	NA	NA	NA	NA	356.73	NA	NA	NA	NA	NA	194.2	NA	NA	NA	NA	NA	269.2	NA	NA	NA	NA	NA
1990-02-21	10.76	0	26.2	17.4	5.2	20.9	8.8	16.5	NA	NA	NA	NA	NA	531.3	NA	NA	NA	NA	NA	358.98	NA	NA	NA	NA	NA	194.9	NA	NA	NA	NA	NA	272.1	NA	NA	NA	NA	NA
1990-02-22	12.32	0	28.2	19.9	6.4	23.6	8.3	13	NA	NA	NA	NA	NA	542.7	NA	NA	NA	NA	NA	369.45	NA	NA	NA	NA	NA	201.3	NA	NA	NA	NA	NA	276.7	NA	NA	NA	NA	NA
1990-02-23	10.07	2.5	26	16.3	5.3	21	9.7	15.5	NA	NA	NA	NA	NA	548.9	NA	NA	NA	NA	NA	366.51	NA	NA	NA	NA	NA	198.3	NA	NA	NA	NA	NA	276.7	NA	NA	NA	NA	NA
1990-02-24	7.97	10.5	20.6	13.3	3.1	16.3	7.3	23	NA	NA	NA	NA	NA	550.5	NA	NA	NA	NA	NA	372.06	NA	NA	NA	NA	NA	201.3	NA	NA	NA	NA	NA	280	NA	NA	NA	NA	NA
1990-02-25	6.88	20	17.2	11.5	2.6	13.1	5.7	43	NA	NA	NA	NA	NA	547.8	NA	NA	NA	NA	NA	364.37	NA	NA	NA	NA	NA	195.3	NA	NA	NA	NA	NA	275	NA	NA	NA	NA	NA
1990-02-26	3.47	11	15.1	11.6	0	12.8	3.5	54	NA	NA	NA	NA	NA	543.7	NA	NA	NA	NA	NA	355.28	NA	NA	NA	NA	NA	187.2	NA	NA	NA	NA	NA	266.6	NA	NA	NA	NA	NA
1990-02-27	5.34	0.5	17.9	12.7	1	15.1	5.2	54.5	NA	NA	NA	NA	NA	541.4	NA	NA	NA	NA	NA	347.67	NA	NA	NA	NA	NA	180.7	NA	NA	NA	NA	NA	263.2	NA	NA	NA	NA	NA
1990-02-28	5.03	7	19.2	14.4	0.1	16.1	4.8	61.5	NA	NA	NA	NA	NA	539.1	NA	NA	NA	NA	NA	341.69	NA	NA	NA	NA	NA	174.3	NA	NA	NA	NA	NA	258.3	NA	NA	NA	NA	NA
1990-03-01	3.87	0	16.7	14.1	0	14.9	2.6	61.5	85	NA	NA	NA	NA	535.1	1033	NA	NA	NA	NA	335.87	635.02	NA	NA	NA	NA	169.1	336.3	NA	NA	NA	NA	254.8	512	NA	NA	NA	NA
1990-03-02	6.8	1.5	18.2	13.6	1.3	15.4	4.6	59	84.5	NA	NA	NA	NA	535.1	1031.9	NA	NA	NA	NA	339.35	636	NA	NA	NA	NA	170.1	335.8	NA	NA	NA	NA	250.8	511.4	NA	NA	NA	NA
1990-03-03	3.09	4.5	16.1	13.2	0.2	14.5	2.9	63	87.5	NA	NA	NA	NA	538.1	1030.2	NA	NA	NA	NA	337.84	631.54	NA	NA	NA	NA	169.9	331.4	NA	NA	NA	NA	249.7	508.5	NA	NA	NA	NA
1990-03-04	2.13	13.5	14.4	11.7	0	13	2.7	76.5	101	NA	NA	NA	NA	535.3	1027.6	NA	NA	NA	NA	324.7	627.18	NA	NA	NA	NA	161.8	328.3	NA	NA	NA	NA	239.7	504.5	NA	NA	NA	NA
1990-03-05	7.98	4	15.9	10.2	4.1	12.8	5.7	80.5	105	NA	NA	NA	NA	530.8	1025.7	NA	NA	NA	NA	323.1	620.97	NA	NA	NA	NA	160.5	323.7	NA	NA	NA	NA	237.1	499.8	NA	NA	NA	NA
1990-03-06	3.39	3.5	15.3	10.7	0.1	12.7	4.6	84	108.5	NA	NA	NA	NA	527.3	1023.4	NA	NA	NA	NA	314.12	609.87	NA	NA	NA	NA	153.5	314	NA	NA	NA	NA	232.4	489.6	NA	NA	NA	NA
1990-03-07	13.6	0	21	11.7	7	14.7	9.3	84	108.5	NA	NA	NA	NA	525.5	1021.4	NA	NA	NA	NA	315.19	610.84	NA	NA	NA	NA	152.2	313	NA	NA	NA	NA	231.6	488.5	NA	NA	NA	NA
1990-03-08	17.881	0	22.9	10.2	9.4	16	12.7	84	108.5	NA	NA	NA	NA	524.1	1021.4	NA	NA	NA	NA	318.051	623.131	NA	NA	NA	NA	152.3	321.2	NA	NA	NA	NA	234.9	493.8	NA	NA	NA	NA
1990-03-09	19.21	0	24.8	13.8	9.6	18.4	11	84	108.5	NA	NA	NA	NA	523.9	1021.6	NA	NA	NA	NA	320.841	632.691	NA	NA	NA	NA	152.9	325	NA	NA	NA	NA	236.2	493.9	NA	NA	NA	NA
1990-03-10	18.29	0	24.3	13.3	8.7	18.2	11	84	106	NA	NA	NA	NA	522.9	1020.3	NA	NA	NA	NA	323.861	638.761	NA	NA	NA	NA	154.1	327.8	NA	NA	NA	NA	238.9	494.7	NA	NA	NA	NA
1990-03-11	20.73	0	26.8	15.1	10	20.7	11.7	84	106	NA	NA	NA	NA	524.6	1022.1	NA	NA	NA	NA	332.371	644.251	NA	NA	NA	NA	158.3	328.1	NA	NA	NA	NA	241	491.1	NA	NA	NA	NA
1990-03-12	19.98	0	26.5	15.1	10.5	19.5	11.4	84	106	NA	NA	NA	NA	524.9	1024.3	NA	NA	NA	NA	337.261	651.241	NA	NA	NA	NA	159.7	331.3	NA	NA	NA	NA	240.8	491.5	NA	NA	NA	NA
1990-03-13	16.84	0	24.4	13.4	9.5	18.2	11	84	106	NA	NA	NA	NA	523.6	1024.4	NA	NA	NA	NA	339.391	657.281	NA	NA	NA	NA	161.7	332.5	NA	NA	NA	NA	241.1	494.2	NA	NA	NA	NA
1990-03-14	19.42	0	25.9	16	10.6	20.4	9.9	84	106	NA	NA	NA	NA	525.2	1027	NA	NA	NA	NA	345.101	664.891	NA	NA	NA	NA	164.8	336.5	NA	NA	NA	NA	242.2	496.3	NA	NA	NA	NA
1990-03-15	11.17	0	25.3	16.5	5	19.8	8.8	84	106	NA	NA	NA	NA	526.7	1028	NA	NA	NA	NA	345.831	664.491	NA	NA	NA	NA	164.2	334.6	NA	NA	NA	NA	242	496.1	NA	NA	NA	NA
1990-03-16	13.01	0	23.6	15.9	7.7	19.2	7.7	84	103	NA	NA	NA	NA	525.5	1028.6	NA	NA	NA	NA	342.151	667.561	NA	NA	NA	NA	162.7	337.4	NA	NA	NA	NA	238.3	491.9	NA	NA	NA	NA
1990-03-17	17.12	0	24.7	15.9	7.7	18.8	8.8	84	102	NA	NA	NA	NA	525.8	1034.3	NA	NA	NA	NA	345.101	681.261	NA	NA	NA	NA	162.6	345	NA	NA	NA	NA	237.3	498	NA	NA	NA	NA
1990-03-18	15.32	0.5	24	15.7	7.4	18.6	8.3	84.5	102.5	NA	NA	NA	NA	526.3	1037.1	NA	NA	NA	NA	348.111	684.981	NA	NA	NA	NA	163.8	344.5	NA	NA	NA	NA	236	497.7	NA	NA	NA	NA
1990-03-19	3.36	0	17.9	14.8	0	16	3.1	84.5	102.5	NA	NA	NA	NA	523.7	1035.8	NA	NA	NA	NA	337.161	674.401	NA	NA	NA	NA	156.7	335.5	NA	NA	NA	NA	229.3	489.5	NA	NA	NA	NA
1990-03-20	18.52	0	25.4	15.7	8.3	19.1	9.7	84.5	97	NA	NA	NA	NA	521.6	1038	NA	NA	NA	NA	340.641	684.351	NA	NA	NA	NA	157.7	340.3	NA	NA	NA	NA	227.8	491.2	NA	NA	NA	NA
1990-03-21	18.91	0	24	17.5	10	20.1	6.5	79	96.5	NA	NA	NA	NA	520	1042.5	NA	NA	NA	NA	345.311	692.531	NA	NA	NA	NA	158.8	345	NA	NA	NA	NA	226.1	489.9	NA	NA	NA	NA
1990-03-22	20.02	0	28.3	15.7	10.8	21.7	12.6	79	95.5	NA	NA	NA	NA	521.6	1048.8	NA	NA	NA	NA	352.481	709.211	NA	NA	NA	NA	161.6	355.8	NA	NA	NA	NA	229.9	499.1	NA	NA	NA	NA
1990-03-23	16.96	0	29.5	19.4	7.5	23.9	10.1	79	95.5	NA	NA	NA	NA	524.6	1055.9	NA	NA	NA	NA	358.681	717.661	NA	NA	NA	NA	163.9	358.8	NA	NA	NA	NA	231.2	503.3	NA	NA	NA	NA
1990-03-24	17.35	0	29.3	20.7	8	24.4	8.6	79	92	NA	NA	NA	NA	525.4	1068.1	NA	NA	NA	NA	363.711	733.161	NA	NA	NA	NA	165.5	366.8	NA	NA	NA	NA	231.5	508.2	NA	NA	NA	NA
1990-03-25	8.55	0	26.3	18	2.6	22.3	8.3	76.5	92	NA	NA	NA	NA	526.7	1075.6	NA	NA	NA	NA	362.191	728.701	NA	NA	NA	NA	162.8	361.1	NA	NA	NA	NA	230.1	506.8	NA	NA	NA	NA
1990-03-26	17.65	0	25	17.4	8.3	19.8	7.6	66	89	NA	NA	NA	NA	530.2	1080.7	NA	NA	NA	NA	371.871	743.931	NA	NA	NA	NA	168	369.3	NA	NA	NA	NA	230.4	510.4	NA	NA	NA	NA
1990-03-27	13.56	0	27	17.6	5.7	21.3	9.4	46	89	NA	NA	NA	NA	538.4	1086.2	NA	NA	NA	NA	378.551	742.920999999999	NA	NA	NA	NA	171.1	366.4	NA	NA	NA	NA	234.1	509.1	NA	NA	NA	NA
1990-03-28	12.95	0	26.2	18.8	5.5	22.4	7.4	35	89	NA	NA	NA	NA	548	1091.7	NA	NA	NA	NA	388.031	743.311	NA	NA	NA	NA	176.6	363.8	NA	NA	NA	NA	238	504.6	NA	NA	NA	NA
1990-03-29	15.27	0	27.2	18.2	7.8	22.4	9	34.5	89	NA	NA	NA	NA	555.3	1096.7	NA	NA	NA	NA	397.961	745.631	NA	NA	NA	NA	183.4	364.1	NA	NA	NA	NA	241.8	505	NA	NA	NA	NA
1990-03-30	6.2	0	25.6	19.1	1.2	20.7	6.5	27.5	89	NA	NA	NA	NA	559.9	1099	NA	NA	NA	NA	399.131	740.821	NA	NA	NA	NA	184.5	358.8	NA	NA	NA	NA	243.5	501.8	NA	NA	NA	NA
1990-03-31	9.82	0.5	25.2	18.5	4.3	20.9	6.7	28	89.5	113	NA	NA	NA	565.9	1101	1598.9	NA	NA	NA	405.081	740.951	1040.101	NA	NA	NA	188.8	357.9	525.1	NA	NA	NA	247.6	502.4	759.6	NA	NA	NA
1990-04-01	3.46	7	23.4	19.4	0.2	20.6	4	33.5	92.5	118	NA	NA	NA	571.1	1106.2	1603	NA	NA	NA	401.741	741.091	1037.741	NA	NA	NA	187.7	357.8	523.5	NA	NA	NA	247	497.8	758.4	NA	NA	NA
1990-04-02	5.51	0	23.8	17.9	1.6	20.8	5.9	29	92	116.5	NA	NA	NA	577.4	1115.5	1607.6	NA	NA	NA	404.161	742.001	1035.701	NA	NA	NA	189.1	359	520.5	NA	NA	NA	250	499.7	758.5	NA	NA	NA
1990-04-03	13.68	0	28.7	18.4	6.3	23.1	10.3	15.5	92	116.5	NA	NA	NA	587.5	1122.8	1615.1	NA	NA	NA	415.711	740.410999999999	1042.891	NA	NA	NA	195.4	357.2	523.7	NA	NA	NA	257.6	497.3	762.1	NA	NA	NA
1990-04-04	16.5	0	23.9	16.7	6.7	20.1	7.2	11.5	92	116.5	NA	NA	NA	594.8	1125.6	1620.5	NA	NA	NA	424.231	747.330999999999	1045.201	NA	NA	NA	198	358.5	521.7	NA	NA	NA	259.1	496.2	758.9	NA	NA	NA
1990-04-05	10.02	0	22.7	15.5	1.8	18	7.2	8	92	116.5	NA	NA	NA	600.1	1127.4	1623.5	NA	NA	NA	430.861	744.980999999999	1040.731	NA	NA	NA	199.7	353.2	513.7	NA	NA	NA	261.7	494.1	751.3	NA	NA	NA
1990-04-06	16.59	0	25	16.9	8.2	19.9	8.1	8	92	116.5	NA	NA	NA	605.3	1130.8	1626.7	NA	NA	NA	433.851	749.040999999999	1044.691	NA	NA	NA	200.9	353.1	513.9	NA	NA	NA	260.5	492.1	749	NA	NA	NA
1990-04-07	11.37	0	27	16.3	5.5	21.1	10.7	8	92	116.5	NA	NA	NA	610.4	1134.5	1631.8	NA	NA	NA	427.34	745.391	1050.471	NA	NA	NA	197	349.3	518.2	NA	NA	NA	258.5	493.4	752.3	NA	NA	NA
1990-04-08	8.5	0	23.1	17.2	1.5	20.4	5.9	8	92	116.5	NA	NA	NA	612.4	1136.3	1634	NA	NA	NA	416.63	737.471	1049.321	NA	NA	NA	188.9	341.8	513.9	NA	NA	NA	253.4	489.6	747.3	NA	NA	NA
1990-04-09	17.18	0	27.7	16.8	8.4	21.7	10.9	8	92	114	NA	NA	NA	615.9	1138.8	1636.2	NA	NA	NA	415.52	739.381	1054.281	NA	NA	NA	188.6	342.7	516.4	NA	NA	NA	253.3	492.2	748	NA	NA	NA
1990-04-10	10.3	17	29.4	19.5	3	23.1	9.9	25	109	131	NA	NA	NA	618.3	1142.9	1640.4	NA	NA	NA	405.09	737.460999999999	1049.341	NA	NA	NA	181.6	339.9	509.7	NA	NA	NA	251.5	492.5	742.6	NA	NA	NA
1990-04-11	11.93	9.5	28.7	20.5	5.2	24.1	8.2	34.5	118.5	140.5	NA	NA	NA	622.9	1147.8	1647.2	NA	NA	NA	397.04	734.300999999999	1048.281	NA	NA	NA	176.3	336	507.6	NA	NA	NA	248.3	489.1	739.8	NA	NA	NA
1990-04-12	6.69	64.5	27.1	17.9	1.2	22.1	9.2	99	183	205	NA	NA	NA	626.8	1150.4	1651.2	NA	NA	NA	386.89	726.280999999999	1044.171	NA	NA	NA	168	329.7	500.5	NA	NA	NA	246.5	487.6	740.700000000001	NA	NA	NA
1990-04-13	17.22	0	27.1	16.3	7.8	21	10.8	99	183	205	NA	NA	NA	627.4	1152.6	1654.4	NA	NA	NA	384.69	729.790999999999	1049.581	NA	NA	NA	165.2	330	501.7	NA	NA	NA	247.4	489.6	743.700000000001	NA	NA	NA
1990-04-14	5.69	1.5	23.8	18.6	1	20.7	5.2	100.5	184.5	206.5	NA	NA	NA	628.3	1155	1656.3	NA	NA	NA	379.21	725.040999999999	1043.701	NA	NA	NA	161.2	325.4	495.8	NA	NA	NA	243.8	485.8	739.900000000001	NA	NA	NA
1990-04-15	3.57	22.5	22.6	18.4	0.1	19.7	4.2	123	207	226	NA	NA	NA	628.8	1154.3	1657.4	NA	NA	NA	369.77	711.920999999999	1037.331	NA	NA	NA	153.6	316.3	491	NA	NA	NA	240.3	478.6	732.200000000001	NA	NA	NA
1990-04-16	5.14	98	24	18.1	0.6	20	5.9	221	305	323	NA	NA	NA	630	1155.8	1664.3	NA	NA	NA	357.79	702.890999999999	1039.051	NA	NA	NA	146.5	309.1	491.5	NA	NA	NA	237.4	474.7	735.400000000001	NA	NA	NA
1990-04-17	9.63	31.5	22.8	16.3	3.4	19.1	6.5	252	336.5	354.5	NA	NA	NA	630.5	1156.8	1667.6	NA	NA	NA	352.1	700.210999999999	1037.081	NA	NA	NA	142.5	306.3	487	NA	NA	NA	235.6	471.6	733.300000000001	NA	NA	NA
